Run,Population Size,Crossover Rate,Mutation Rate,Generations,Best Distance,Best Path
20,100,0.6,0.2,300,61.147486263112995,Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo
21,100,0.6,0.2,300,61.14748626311299,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo
22,100,0.6,0.2,300,61.14748626311299,Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo
23,100,0.6,0.2,300,61.13744551656402,Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio
24,100,0.6,0.2,300,61.13744551656403,Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow
25,100,0.6,0.2,300,61.13744551656403,Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria
26,100,0.6,0.2,300,61.13744551656403,Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome
27,100,0.6,0.2,300,61.147486263112995,Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin
28,100,0.6,0.2,300,61.147486263112995,Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest
29,100,0.6,0.2,300,61.14748626311299,Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice
30,100,0.6,0.2,300,61.13744551656403,Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome
1,100,0.8,0.1,100,62.180921934513435,Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Tokyo -> Rome -> Cairo -> Gliwice -> Budapest
2,100,0.8,0.1,100,61.13744551656403,Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow
3,100,0.8,0.1,100,62.180921934513435,Paris -> Berlin -> Rio -> Budapest -> Gliwice -> Cairo -> Rome -> Tokyo -> Krakow -> Alexandria
4,100,0.8,0.1,100,61.137445516564036,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice
5,100,0.8,0.1,100,61.147486263113,Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris
6,100,0.8,0.1,100,62.180921934513435,Tokyo -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Gliwice -> Cairo -> Rome
7,100,0.8,0.1,100,61.147486263112995,Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio
8,100,0.8,0.1,100,61.14748626311299,Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome
9,100,0.8,0.1,100,61.147486263112995,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow
10,100,0.8,0.1,100,62.69826625758689,Cairo -> Gliwice -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Krakow -> Tokyo
11,100,0.8,0.1,100,61.147486263112995,Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio
12,100,0.8,0.1,100,61.137445516564036,Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow
13,100,0.8,0.1,100,61.14748626311299,Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
14,100,0.8,0.1,100,61.147486263112995,Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin
15,100,0.8,0.1,100,61.14748626311299,Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest
16,100,0.8,0.1,100,61.13744551656403,Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo
17,100,0.8,0.1,100,61.13744551656403,Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest
18,100,0.8,0.1,100,61.137445516564036,Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris
19,100,0.8,0.1,100,61.13744551656402,Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio
20,100,0.8,0.1,100,61.147486263112995,Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo
21,100,0.8,0.1,100,61.147486263112995,Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo
22,100,0.8,0.1,100,61.137445516564036,Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow
23,100,0.8,0.1,100,61.13744551656403,Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo
24,100,0.8,0.1,100,61.13744551656403,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo
25,100,0.8,0.1,100,61.14748626311299,Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice
26,100,0.8,0.1,100,61.13744551656403,Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo
27,100,0.8,0.1,100,62.18092193451344,Cairo -> Rome -> Tokyo -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Gliwice
28,100,0.8,0.1,100,61.14748626311299,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo
29,100,0.8,0.1,100,61.13744551656403,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo
30,100,0.8,0.1,100,61.13744551656402,Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio
1,100,0.8,0.1,200,61.13744551656403,Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin
2,100,0.8,0.1,200,61.147486263112995,Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome -> Gliwice
3,100,0.8,0.1,200,61.13744551656403,Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio
4,100,0.8,0.1,200,61.137445516564036,Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice
5,100,0.8,0.1,200,61.13744551656403,Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris
6,100,0.8,0.1,200,61.13744551656403,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo
7,100,0.8,0.1,200,61.147486263112995,Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris
8,100,0.8,0.1,200,61.13744551656403,Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo
9,100,0.8,0.1,200,62.180921934513435,Paris -> Alexandria -> Krakow -> Tokyo -> Rome -> Cairo -> Gliwice -> Budapest -> Rio -> Berlin
10,100,0.8,0.1,200,61.13744551656403,Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris
11,100,0.8,0.1,200,61.14748626311299,Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
12,100,0.8,0.1,200,61.14748626311299,Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice
13,100,0.8,0.1,200,61.13744551656403,Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin
14,100,0.8,0.1,200,61.14748626311299,Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome
15,100,0.8,0.1,200,61.13744551656403,Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice
16,100,0.8,0.1,200,61.13744551656403,Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio
17,100,0.8,0.1,200,61.13744551656403,Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo
18,100,0.8,0.1,200,61.13744551656403,Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin
19,100,0.8,0.1,200,61.13744551656402,Budapest -> Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio
20,100,0.8,0.1,200,61.14748626311299,Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Rome
21,100,0.8,0.1,200,61.14748626311299,Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio
22,100,0.8,0.1,200,61.14748626311299,Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow
23,100,0.8,0.1,200,61.13744551656403,Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
24,100,0.8,0.1,200,61.13744551656403,Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest
25,100,0.8,0.1,200,61.13744551656403,Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin -> Paris -> Alexandria
26,100,0.8,0.1,200,61.13744551656403,Tokyo -> Gliwice -> Cairo -> Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest
27,100,0.8,0.1,200,61.13744551656403,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo
28,100,0.8,0.1,200,61.13744551656403,Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio -> Berlin
29,100,0.8,0.1,200,61.13744551656403,Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo
30,100,0.8,0.1,200,62.18092193451344,Rome -> Cairo -> Gliwice -> Budapest -> Rio -> Berlin -> Paris -> Alexandria -> Krakow -> Tokyo
1,100,0.8,0.1,300,61.147486263112995,Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin
2,100,0.8,0.1,300,61.13744551656403,Berlin -> Paris -> Alexandria -> Krakow -> Rome -> Cairo -> Gliwice -> Tokyo -> Budapest -> Rio
3,100,0.8,0.1,300,61.14748626311299,Budapest -> Tokyo -> Krakow -> Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio
4,100,0.8,0.1,300,61.13744551656403,Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo -> Rome
5,100,0.8,0.1,300,61.147486263112995,Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin
6,100,0.8,0.1,300,61.14748626311299,Cairo -> Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow
7,100,0.8,0.1,300,61.13744551656403,Rome -> Krakow -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Gliwice -> Cairo
8,100,0.8,0.1,300,61.14748626311299,Gliwice -> Rome -> Alexandria -> Paris -> Berlin -> Rio -> Budapest -> Tokyo -> Krakow -> Cairo
9,100,0.8,0.1,300,61.147486263112995,Paris -> Alexandria -> Rome -> Gliwice -> Cairo -> Krakow -> Tokyo -> Budapest -> Rio -> Berlin
